,Results
0,"[[46.6234, 43.15971428571429, 48.882, 53.48133333333333, 59.051, 67.48533333333333, 75.5075, 82.85], [53.3766, 56.84028571428571, 51.118, 46.51866666666667, 40.949, 32.51466666666666, 24.4925, 17.15]]"
