,Results
0,"[[46.6846, 43.34428571428571, 48.893, 55.238, 61.04, 65.428, 69.785, 75.26], [53.3154, 56.65571428571429, 51.107, 44.762, 38.96, 34.572, 30.215, 24.74]]"
