,Results
0,"[[46.6334, 43.21942857142857, 49.1875, 53.66266666666667, 60.715, 67.79733333333333, 74.9675, 80.68], [53.3666, 56.78057142857143, 50.8125, 46.33733333333333, 39.285, 32.202666666666666, 25.0325, 19.32]]"
