,Results
0,"[[46.6048, 44.19314285714286, 51.0675, 56.708, 59.839, 60.574666666666666, 63.25, 69.39], [53.3952, 55.80685714285714, 48.9325, 43.292, 40.161, 39.425333333333334, 36.75, 30.61]]"
