,Results
0,"[[46.4774, 42.974, 48.9775, 53.059333333333335, 60.122, 68.32933333333334, 75.1175, 82.29], [53.5226, 57.026, 51.0225, 46.940666666666665, 39.878, 31.670666666666666, 24.8825, 17.71]]"
