,Results
0,"[[46.7096, 46.01685714285714, 52.664, 55.343333333333334, 56.068, 57.285333333333334, 59.2925, 63.29], [53.2904, 53.98314285714286, 47.336, 44.656666666666666, 43.932, 42.714666666666666, 40.7075, 36.71]]"
