,Results
0,"[[47.3052, 49.25857142857143, 53.1905, 52.303333333333335, 52.617, 53.282666666666664, 53.7675, 56.41], [52.6948, 50.74142857142857, 46.8095, 47.696666666666665, 47.383, 46.717333333333336, 46.2325, 43.59]]"
