,Results
0,"[[46.6532, 43.267428571428574, 48.3615, 52.64666666666667, 59.583, 67.868, 76.6225, 84.1], [53.3468, 56.732571428571426, 51.6385, 47.35333333333333, 40.417, 32.132, 23.3775, 15.9]]"
