,Results
0,"[[46.6526, 43.58457142857143, 50.411, 55.843333333333334, 60.274, 63.452, 66.08, 73.18], [53.3474, 56.41542857142857, 49.589, 44.156666666666666, 39.726, 36.548, 33.92, 26.82]]"
