,Results
0,"[[46.6576, 43.28171428571429, 48.7795, 53.98533333333334, 60.567, 67.448, 72.9925, 78.64], [53.3424, 56.71828571428571, 51.2205, 46.01466666666666, 39.433, 32.552, 27.0075, 21.36]]"
